,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.07878878712654114,0.06572893261909485,14.259001731872559,0.07879089117050171,0.0014728413092583794,0.06579672992229461,0.0017791963544364613,14.1178129196167,0.3799132893351474
1,0.07869317382574081,0.06648038327693939,14.335365295410156,,,,,,
2,0.07667800784111023,0.06267119199037552,13.272790908813477,,,,,,
3,0.07723978906869888,0.06335324794054031,13.70228385925293,,,,,,
4,0.08172827959060669,0.0689270868897438,14.505423545837402,,,,,,
5,0.07696367055177689,0.06504752486944199,13.968130111694336,,,,,,
6,0.08017662912607193,0.06593448668718338,14.00371265411377,,,,,,
7,0.07929021120071411,0.06694979965686798,14.4249849319458,,,,,,
8,0.07961160689592361,0.06764440983533859,14.575140953063965,,,,,,
9,0.0787387564778328,0.06523023545742035,14.131295204162598,,,,,,
