,MSE,RMSE,RMSE mean,RMSE std
0,0.08229908347129822,0.28687816858291626,0.16502909734845161,0.09658641740679741
1,0.0684426799416542,0.261615514755249,,
2,0.0680784359574318,0.26091843843460083,,
3,0.04069691151380539,0.2017347365617752,,
4,0.05921832099556923,0.2433481365442276,,
5,0.07249826192855835,0.26925501227378845,,
6,0.0624082013964653,0.24981631338596344,,
7,0.05101032927632332,0.22585465013980865,,
8,0.07896190881729126,0.28100159764289856,,
9,0.08157553523778915,0.2856143116950989,,
