,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.08250577747821808,0.06761226803064346,14.780411720275879,0.08038280978798866,0.0022412976924020196,0.06478346660733222,0.0023332684744040546,14.523057842254639,0.30423494120926686
1,0.07846219092607498,0.06298233568668365,14.3029203414917,,,,,,
2,0.07996992766857147,0.0638638436794281,14.471698760986328,,,,,,
3,0.07849426567554474,0.06271016597747803,14.169258117675781,,,,,,
4,0.08116165548563004,0.06697256118059158,14.890268325805664,,,,,,
5,0.08604124188423157,0.06979149580001831,15.163936614990234,,,,,,
6,0.07963071018457413,0.06355872750282288,14.351411819458008,,,,,,
7,0.07984950393438339,0.06396599113941193,14.455668449401855,,,,,,
8,0.0791453868150711,0.0625092089176178,14.215106964111328,,,,,,
9,0.07856743782758713,0.06386806815862656,14.42989730834961,,,,,,
