,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.08008968830108643,0.06668612360954285,14.382720947265625,0.08022685796022415,0.0026364059041721717,0.06686970070004464,0.0019195901932554612,14.322696018218995,0.3676776739882113
1,0.07833816111087799,0.06666609644889832,14.31639289855957,,,,,,
2,0.07917070388793945,0.067255899310112,14.476362228393555,,,,,,
3,0.07875297963619232,0.06606261432170868,14.263069152832031,,,,,,
4,0.07788136601448059,0.06568216532468796,14.182859420776367,,,,,,
5,0.07730542868375778,0.06321451812982559,13.55405044555664,,,,,,
6,0.08653927594423294,0.07139373570680618,15.14575481414795,,,,,,
7,0.08279667049646378,0.06737001240253448,14.224051475524902,,,,,,
8,0.07977422326803207,0.06680308282375336,14.447787284851074,,,,,,
9,0.08162008225917816,0.0675627589225769,14.233911514282227,,,,,,
