,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.08479180932044983,0.07214609533548355,16.280834197998047,0.08787138760089874,0.0014955969412573818,0.07392965331673622,0.0010574133183843656,16.735293006896974,0.2671034844681681
1,0.08898741751909256,0.07335008680820465,16.569751739501953,,,,,,
2,0.08736694604158401,0.07402291893959045,16.670564651489258,,,,,,
3,0.0873585194349289,0.07267783582210541,16.481700897216797,,,,,,
4,0.08748488873243332,0.07294531166553497,16.501049041748047,,,,,,
5,0.08824096620082855,0.07454778999090195,16.880489349365234,,,,,,
6,0.08651623874902725,0.07452043145895004,16.8156795501709,,,,,,
7,0.09034915268421173,0.07532607764005661,17.119688034057617,,,,,,
8,0.08806686103343964,0.07431777566671371,16.910327911376953,,,,,,
9,0.08955107629299164,0.07544220983982086,17.122844696044922,,,,,,
