,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.03884417191147804,0.03083074279129505,7.412524700164795,0.04181431606411934,0.005706628483564697,0.03281448557972908,0.004655273852417215,7.928911781311035,1.152077049316494
1,0.046563632786273956,0.03601544350385666,8.768999099731445,,,,,,
2,0.04266676306724548,0.032446179538965225,7.871739387512207,,,,,,
3,0.04222238436341286,0.03358931094408035,8.049229621887207,,,,,,
4,0.03625417500734329,0.028455276042222977,6.896303176879883,,,,,,
5,0.0382876880466938,0.030228108167648315,7.257050037384033,,,,,,
6,0.03886440023779869,0.030190998688340187,7.305859565734863,,,,,,
7,0.05625878646969795,0.04485973343253136,10.925443649291992,,,,,,
8,0.03610305115580559,0.027959980070590973,6.752841949462891,,,,,,
9,0.042078107595443726,0.033569082617759705,8.049126625061035,,,,,,
