,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.08634623885154724,0.0708848387002945,15.63846206665039,0.08174818679690361,0.004027640946851025,0.06747828759253024,0.004117479482832416,14.945632839202881,0.7207174298384403
1,0.09078937768936157,0.07641833275556564,16.54640769958496,,,,,,
2,0.07854165136814117,0.06341703236103058,14.357011795043945,,,,,,
3,0.080236054956913,0.06654562056064606,14.581315994262695,,,,,,
4,0.08340926468372345,0.06890048086643219,15.47373104095459,,,,,,
5,0.07778336852788925,0.06265224516391754,14.26286792755127,,,,,,
6,0.07694163918495178,0.06249585375189781,14.138406753540039,,,,,,
7,0.07972056418657303,0.0652652308344841,14.44491958618164,,,,,,
8,0.08258092403411865,0.06951253861188889,15.101006507873535,,,,,,
9,0.08113278448581696,0.0686907023191452,14.912199020385742,,,,,,
