,RMSE,MAE,MAPE,RMSE mean,RMSE std,MAE mean,MAE std,MAPE mean,MAPE std
0,0.08335436135530472,0.065279021859169,14.864973068237305,0.0837320402264595,0.0033897542263804864,0.06668393909931183,0.0027640685709223903,15.052374839782715,0.5037705453653024
1,0.08048457652330399,0.06390649825334549,14.541606903076172,,,,,,
2,0.09004304558038712,0.07257339358329773,16.031288146972656,,,,,,
3,0.08740933984518051,0.06922108680009842,15.643813133239746,,,,,,
4,0.08423066139221191,0.06639404594898224,15.075177192687988,,,,,,
5,0.07710923999547958,0.06392590701580048,14.292311668395996,,,,,,
6,0.08287303894758224,0.06549771130084991,14.881555557250977,,,,,,
7,0.08266706019639969,0.06472498923540115,14.787252426147461,,,,,,
8,0.08589032292366028,0.06997737288475037,15.527524948120117,,,,,,
9,0.08325875550508499,0.06533936411142349,14.87824535369873,,,,,,
